key,municipio,departamento,ano,mes,fecha_hecho,cod_muni,SECUESTRO EXTORSIVO,SECUESTRO SIMPLE,TOTAL SECUESTROS,POB_CABECERA,POB_RURAL,POB_TOTAL,Tasa_100_habitantes,periodo,ASESINATOS,Coeficiente de Gini,Incidencia de la pobreza monetaria,Incidencia de la pobreza monetaria extrema,Población en condición de miseria,Índice de pobreza multidimensional - IPM,CULTIVOS_COCA,TOTAL_DESAPARICION,TOTAL_ACCIONES,TOTAL MASACRE
18150-2020,CARTAGENA DEL CHAIRA,CAQUETA,2020,3,2020-03-11,18150,0.0,1.0,1.0,16555,15071,31626,3.1619553531904128,2020,2.0,0.0,0.0,0.0,0.0,0.0,251.71,0.0,0.0,0.0
18150-2024,CARTAGENA DEL CHAIRA,CAQUETA,2024,10,2024-10-13,18150,0.0,1.0,1.0,17562,15279,32841,3.044974269967419,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18205-1998,CURILLO,CAQUETA,1998,1,1998-01-07,18205,6.0,0.0,6.0,3728,2212,5940,101.01010101010101,1995,34.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,12.0
18205-1999,CURILLO,CAQUETA,1999,1,1999-01-19,18205,14.0,0.0,14.0,3845,2224,6069,230.6805074971165,1995,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0
18205-2000,CURILLO,CAQUETA,2000,1,2000-01-02,18205,7.0,0.0,7.0,3983,2212,6195,112.99435028248588,2000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
18205-2002,CURILLO,CAQUETA,2002,3,2002-03-11,18205,3.0,2.0,5.0,4275,2182,6457,77.43534148985597,2000,66.0,0.0,0.0,0.0,0.0,0.0,581.0,58.0,15.0,5.0
18205-2003,CURILLO,CAQUETA,2003,3,2003-03-12,18205,1.0,0.0,1.0,4392,2163,6555,15.255530129672007,2000,8.0,0.0,0.0,0.0,0.0,0.0,202.0,18.0,7.0,5.0
18205-2005,CURILLO,CAQUETA,2005,10,2005-10-12,18205,0.0,1.0,1.0,4594,2164,6758,14.79727730097662,2005,6.0,0.0,0.0,0.0,0.0,78.95,253.0,8.0,2.0,0.0
18205-2006,CURILLO,CAQUETA,2006,2,2006-02-28,18205,0.0,3.0,3.0,4667,2156,6823,43.968928623772534,2005,4.0,0.0,0.0,0.0,0.0,0.0,265.0,8.0,0.0,8.0
18205-2014,CURILLO,CAQUETA,2014,5,2014-05-19,18205,1.0,0.0,1.0,5116,2280,7396,13.520822065981612,2010,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0
18247-1996,EL DONCELLO,CAQUETA,1996,8,1996-08-19,18247,2.0,0.0,2.0,13947,7497,21444,9.326618168252192,1995,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
18247-1997,EL DONCELLO,CAQUETA,1997,3,1997-03-21,18247,2.0,0.0,2.0,13865,7502,21367,9.360228389572706,1995,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
18247-1999,EL DONCELLO,CAQUETA,1999,7,1999-07-11,18247,2.0,0.0,2.0,14089,7350,21439,9.328793320583982,1995,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0
18247-2000,EL DONCELLO,CAQUETA,2000,2,2000-02-23,18247,3.0,0.0,3.0,14240,7200,21440,13.992537313432837,2000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0
18247-2001,EL DONCELLO,CAQUETA,2001,9,2001-09-30,18247,0.0,2.0,2.0,14402,7035,21437,9.329663665624853,2000,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0
18247-2002,EL DONCELLO,CAQUETA,2002,11,2002-11-04,18247,1.0,16.0,17.0,14550,6864,21414,79.38731670869524,2000,51.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,63.0,0.0
18247-2008,EL DONCELLO,CAQUETA,2008,2,2008-02-03,18247,3.0,0.0,3.0,14506,6288,20794,14.427238626526883,2005,6.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0
18247-2012,EL DONCELLO,CAQUETA,2012,1,2012-01-28,18247,1.0,0.0,1.0,14137,6087,20224,4.9446202531645564,2010,4.0,0.0,0.0,0.0,0.0,0.0,101.0,2.0,4.0,0.0
18256-1996,EL PAUJIL,CAQUETA,1996,1,1996-01-26,18256,1.0,0.0,1.0,7514,7452,14966,6.681812107443538,1995,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
18256-1997,EL PAUJIL,CAQUETA,1997,5,1997-05-21,18256,1.0,0.0,1.0,7555,7628,15183,6.586313640255549,1995,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18256-1998,EL PAUJIL,CAQUETA,1998,1,1998-01-12,18256,5.0,0.0,5.0,7687,7738,15425,32.414910858995135,1995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0
18256-1999,EL PAUJIL,CAQUETA,1999,10,1999-10-10,18256,1.0,0.0,1.0,7844,7823,15667,6.382842918235783,1995,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0
18256-2000,EL PAUJIL,CAQUETA,2000,1,2000-01-01,18256,1.0,2.0,3.0,8021,7833,15854,18.922669357890754,2000,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0
18256-2002,EL PAUJIL,CAQUETA,2002,12,2002-12-01,18256,1.0,0.0,1.0,8356,7822,16178,6.181233774261343,2000,61.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,21.0,4.0
18256-2003,EL PAUJIL,CAQUETA,2003,5,2003-05-05,18256,1.0,0.0,1.0,8497,7832,16329,6.124073733847755,2000,7.0,0.0,0.0,0.0,0.0,0.0,12.35,4.0,14.0,0.0
18256-2004,EL PAUJIL,CAQUETA,2004,12,2004-12-09,18256,1.0,0.0,1.0,8614,7826,16440,6.082725060827251,2000,6.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,3.0,0.0
18256-2006,EL PAUJIL,CAQUETA,2006,12,2006-12-01,18256,0.0,1.0,1.0,8735,7950,16685,5.9934072520227755,2005,2.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,11.0,0.0
18256-2007,EL PAUJIL,CAQUETA,2007,7,2007-07-19,18256,0.0,1.0,1.0,8770,8055,16825,5.943536404160475,2005,3.0,0.0,0.0,0.0,0.0,0.0,88.0,3.0,0.0,0.0
18256-2008,EL PAUJIL,CAQUETA,2008,6,2008-06-22,18256,0.0,1.0,1.0,8792,8158,16950,5.899705014749263,2005,5.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0
18256-2015,EL PAUJIL,CAQUETA,2015,1,2015-01-04,18256,0.0,3.0,3.0,8865,8897,17762,16.88998986600608,2015,2.0,0.0,0.0,0.0,0.0,0.0,267.63,0.0,0.0,0.0
18256-2025,EL PAUJIL,CAQUETA,2025,3,2025-03-22,18256,1.0,0.0,1.0,9858,9568,19426,5.147740142077628,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18410-1997,LA MONTAÑITA,CAQUETA,1997,1,1997-01-01,18410,2.0,0.0,2.0,2423,12608,15031,13.305834608475815,1995,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,13.0
18410-1998,LA MONTAÑITA,CAQUETA,1998,12,1998-12-02,18410,2.0,0.0,2.0,2438,12646,15084,13.259082471492974,1995,23.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,10.0
18410-1999,LA MONTAÑITA,CAQUETA,1999,1,1999-01-02,18410,4.0,0.0,4.0,2464,12591,15055,26.56924609764198,1995,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
18410-2000,LA MONTAÑITA,CAQUETA,2000,1,2000-01-16,18410,3.0,1.0,4.0,2514,12504,15018,26.634705020641896,2000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0
18410-2002,LA MONTAÑITA,CAQUETA,2002,2,2002-02-23,18410,2.0,0.0,2.0,2573,12186,14759,13.551053594416967,2000,35.0,0.0,0.0,0.0,0.0,0.0,201.0,20.0,28.0,4.0
18410-2006,LA MONTAÑITA,CAQUETA,2006,2,2006-02-10,18410,1.0,0.0,1.0,2608,11869,14477,6.907508461697865,2005,9.0,0.0,0.0,0.0,0.0,0.0,292.0,3.0,3.0,0.0
18410-2009,LA MONTAÑITA,CAQUETA,2009,10,2009-10-08,18410,2.0,0.0,2.0,2578,11962,14540,13.75515818431912,2005,2.0,0.0,0.0,0.0,0.0,0.0,267.0,4.0,18.0,0.0
18410-2012,LA MONTAÑITA,CAQUETA,2012,4,2012-04-28,18410,1.0,0.0,1.0,2553,12086,14639,6.831067695880866,2010,0.0,0.0,0.0,0.0,0.0,0.0,649.0,2.0,21.0,0.0
18410-2017,LA MONTAÑITA,CAQUETA,2017,2,2017-02-02,18410,0.0,1.0,1.0,2490,12240,14730,6.788866259334691,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18460-1997,MILAN,CAQUETA,1997,8,1997-08-19,18460,1.0,0.0,1.0,1256,8113,9369,10.673497705197994,1995,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,11.0
18460-1998,MILAN,CAQUETA,1998,4,1998-04-08,18460,4.0,0.0,4.0,1261,8185,9446,42.34596654668643,1995,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
18460-2000,MILAN,CAQUETA,2000,2,2000-02-11,18460,2.0,0.0,2.0,1244,8173,9417,21.238186258893492,2000,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
18460-2003,MILAN,CAQUETA,2003,1,2003-01-09,18460,2.0,5.0,7.0,1258,8038,9296,75.30120481927712,2000,6.0,0.0,0.0,0.0,0.0,0.0,321.0,8.0,7.0,0.0
18460-2005,MILAN,CAQUETA,2005,2,2005-02-02,18460,1.0,0.0,1.0,1228,7998,9226,10.838933448948623,2005,9.0,0.0,0.0,0.0,0.0,87.52,255.0,5.0,3.0,6.0
18460-2007,MILAN,CAQUETA,2007,1,2007-01-18,18460,2.0,0.0,2.0,1213,8051,9264,21.588946459412778,2005,3.0,0.0,0.0,0.0,0.0,0.0,532.0,6.0,0.0,0.0
18460-2008,MILAN,CAQUETA,2008,3,2008-03-20,18460,1.0,1.0,2.0,1184,8157,9341,21.410983834707206,2005,0.0,0.0,0.0,0.0,0.0,0.0,174.0,1.0,0.0,0.0
18460-2009,MILAN,CAQUETA,2009,7,2009-07-24,18460,1.0,0.0,1.0,1173,8199,9372,10.670081092616304,2005,2.0,0.0,0.0,0.0,0.0,0.0,217.0,1.0,1.0,0.0
18460-2011,MILAN,CAQUETA,2011,5,2011-05-17,18460,1.0,0.0,1.0,1134,8326,9460,10.570824524312895,2010,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0
18460-2012,MILAN,CAQUETA,2012,3,2012-03-28,18460,1.0,0.0,1.0,1159,8396,9555,10.465724751439037,2010,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,2.0,0.0
18460-2017,MILAN,CAQUETA,2017,3,2017-03-28,18460,0.0,2.0,2.0,999,8681,9680,20.661157024793386,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18479-1997,MORELIA,CAQUETA,1997,10,1997-10-25,18479,2.0,0.0,2.0,1716,1732,3448,58.0046403712297,1995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
18479-1998,MORELIA,CAQUETA,1998,3,1998-03-14,18479,2.0,0.0,2.0,1745,1738,3483,57.42176284811944,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0
18479-2000,MORELIA,CAQUETA,2000,1,2000-01-11,18479,1.0,1.0,2.0,1808,1726,3534,56.59309564233164,2000,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0
18479-2003,MORELIA,CAQUETA,2003,2,2003-02-14,18479,4.0,0.0,4.0,1929,1660,3589,111.45165784341043,2000,8.0,0.0,0.0,0.0,0.0,0.0,0.58,8.0,1.0,0.0
18479-2005,MORELIA,CAQUETA,2005,8,2005-08-08,18479,1.0,1.0,2.0,1982,1645,3627,55.141990625861595,2005,4.0,0.0,0.0,0.0,0.0,77.02,2.0,1.0,0.0,0.0
18479-2007,MORELIA,CAQUETA,2007,1,2007-01-11,18479,0.0,2.0,2.0,1982,1628,3610,55.4016620498615,2005,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
18479-2008,MORELIA,CAQUETA,2008,10,2008-10-19,18479,1.0,0.0,1.0,1993,1648,3641,27.464982147761603,2005,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
18479-2009,MORELIA,CAQUETA,2009,11,2009-11-29,18479,1.0,0.0,1.0,1998,1636,3634,27.5178866263071,2005,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0
18479-2010,MORELIA,CAQUETA,2010,10,2010-10-05,18479,1.0,0.0,1.0,2008,1647,3655,27.359781121751027,2010,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
18592-1996,PUERTO RICO,CAQUETA,1996,1,1996-01-04,18592,1.0,0.0,1.0,13149,18366,31515,3.17309217832778,1995,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
18592-1997,PUERTO RICO,CAQUETA,1997,2,1997-02-08,18592,4.0,0.0,4.0,13141,18298,31439,12.723050987626834,1995,35.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0
18592-1998,PUERTO RICO,CAQUETA,1998,5,1998-05-15,18592,2.0,2.0,4.0,13307,18008,31315,12.773431262973016,1995,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0
18592-1999,PUERTO RICO,CAQUETA,1999,5,1999-05-09,18592,2.0,11.0,13.0,13525,17672,31197,41.67067346219188,1995,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0
18592-2000,PUERTO RICO,CAQUETA,2000,8,2000-08-19,18592,1.0,0.0,1.0,13787,17201,30988,3.2270556344391372,2000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0
18592-2002,PUERTO RICO,CAQUETA,2002,5,2002-05-01,18592,9.0,2.0,11.0,14268,16188,30456,36.11767796164959,2000,43.0,0.0,0.0,0.0,0.0,0.0,246.0,14.0,9.0,0.0
18592-2003,PUERTO RICO,CAQUETA,2003,5,2003-05-13,18592,2.0,0.0,2.0,14450,15736,30186,6.625588020936858,2000,51.0,0.0,0.0,0.0,0.0,0.0,384.0,16.0,7.0,8.0
18592-2004,PUERTO RICO,CAQUETA,2004,3,2004-03-10,18592,1.0,0.0,1.0,14591,15349,29940,3.3400133600534403,2000,30.0,0.0,0.0,0.0,0.0,0.0,279.0,9.0,7.0,0.0
18592-2006,PUERTO RICO,CAQUETA,2006,2,2006-02-17,18592,1.0,0.0,1.0,14695,14712,29407,3.4005508892440575,2005,15.0,0.0,0.0,0.0,0.0,0.0,143.0,5.0,4.0,9.0
18592-2007,PUERTO RICO,CAQUETA,2007,3,2007-03-20,18592,1.0,1.0,2.0,14716,14480,29196,6.850253459377997,2005,14.0,0.0,0.0,0.0,0.0,0.0,191.0,7.0,3.0,0.0
18592-2008,PUERTO RICO,CAQUETA,2008,1,2008-01-13,18592,6.0,0.0,6.0,14734,14250,28984,20.70107645597571,2005,6.0,0.0,0.0,0.0,0.0,0.0,458.0,6.0,8.0,0.0
18592-2009,PUERTO RICO,CAQUETA,2009,8,2009-08-06,18592,1.0,0.0,1.0,14723,14038,28761,3.476930565696603,2005,6.0,0.0,0.0,0.0,0.0,0.0,429.0,3.0,8.0,0.0
18592-2011,PUERTO RICO,CAQUETA,2011,5,2011-05-02,18592,1.0,0.0,1.0,14700,13634,28334,3.529328721677137,2010,4.0,0.0,0.0,0.0,0.0,0.0,316.0,5.0,9.0,0.0
18592-2013,PUERTO RICO,CAQUETA,2013,4,2013-04-05,18592,1.0,0.0,1.0,14660,13186,27846,3.591180061768297,2010,0.0,0.0,0.0,0.0,0.0,0.0,207.0,2.0,26.0,0.0
18592-2015,PUERTO RICO,CAQUETA,2015,8,2015-08-15,18592,0.0,1.0,1.0,14600,12733,27333,3.6585812022097834,2015,1.0,0.0,0.0,0.0,0.0,0.0,415.94,0.0,2.0,0.0
18592-2016,PUERTO RICO,CAQUETA,2016,4,2016-04-20,18592,1.0,0.0,1.0,14570,12515,27085,3.692080487354624,2015,0.0,0.0,0.0,0.0,0.0,0.0,545.83,1.0,0.0,0.0
18592-2024,PUERTO RICO,CAQUETA,2024,2,2024-02-14,18592,1.0,0.0,1.0,15904,11986,27890,3.5855145213338115,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18610-1999,SAN JOSE DEL FRAGUA,CAQUETA,1999,3,1999-03-06,18610,4.0,1.0,5.0,4781,3156,7937,62.996094242156985,1995,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0
18610-2000,SAN JOSE DEL FRAGUA,CAQUETA,2000,1,2000-01-28,18610,1.0,0.0,1.0,4970,3324,8294,12.056908608632748,2000,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
18610-2001,SAN JOSE DEL FRAGUA,CAQUETA,2001,12,2001-12-01,18610,1.0,0.0,1.0,5126,3500,8626,11.592858798979828,2000,26.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0
18610-2002,SAN JOSE DEL FRAGUA,CAQUETA,2002,4,2002-04-09,18610,3.0,0.0,3.0,5315,3643,8958,33.48961821835231,2000,31.0,0.0,0.0,0.0,0.0,0.0,655.0,32.0,14.0,6.0
18610-2003,SAN JOSE DEL FRAGUA,CAQUETA,2003,1,2003-01-09,18610,3.0,0.0,3.0,5475,3781,9256,32.411408815903194,2000,8.0,0.0,0.0,0.0,0.0,0.0,425.0,10.0,6.0,6.0
18610-2004,SAN JOSE DEL FRAGUA,CAQUETA,2004,5,2004-05-30,18610,1.0,0.0,1.0,5576,3939,9515,10.509721492380452,2000,26.0,0.0,0.0,0.0,0.0,0.0,209.0,6.0,0.0,0.0
18610-2006,SAN JOSE DEL FRAGUA,CAQUETA,2006,6,2006-06-26,18610,2.0,0.0,2.0,5731,4272,10003,19.99400179946016,2005,7.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0
18610-2008,SAN JOSE DEL FRAGUA,CAQUETA,2008,3,2008-03-16,18610,1.0,0.0,1.0,5879,4630,10509,9.515653249595585,2005,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,0.0
18610-2010,SAN JOSE DEL FRAGUA,CAQUETA,2010,3,2010-03-03,18610,2.0,0.0,2.0,5976,5022,10998,18.18512456810329,2010,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0
18753-1996,SAN VICENTE DEL CAGUAN,CAQUETA,1996,3,1996-03-08,18753,6.0,0.0,6.0,16019,20187,36206,16.571838921725682,1995,19.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0
18753-1997,SAN VICENTE DEL CAGUAN,CAQUETA,1997,3,1997-03-19,18753,3.0,0.0,3.0,16359,20822,37181,8.068637207175708,1995,29.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,0.0
18753-1998,SAN VICENTE DEL CAGUAN,CAQUETA,1998,2,1998-02-14,18753,45.0,1.0,46.0,16876,21229,38105,120.71906573940427,1995,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0
18753-1999,SAN VICENTE DEL CAGUAN,CAQUETA,1999,1,1999-01-11,18753,4.0,1.0,5.0,17464,21544,39008,12.817883511074651,1995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,13.0
18753-2000,SAN VICENTE DEL CAGUAN,CAQUETA,2000,1,2000-01-07,18753,7.0,3.0,10.0,18075,21658,39733,25.16799637580852,2000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
