key,municipio,departamento,ano,mes,fecha_hecho,cod_muni,SECUESTRO EXTORSIVO,SECUESTRO SIMPLE,TOTAL SECUESTROS,POB_CABECERA,POB_RURAL,POB_TOTAL,Tasa_100_habitantes,periodo,ASESINATOS,Coeficiente de Gini,Incidencia de la pobreza monetaria,Incidencia de la pobreza monetaria extrema,Población en condición de miseria,Índice de pobreza multidimensional - IPM,CULTIVOS_COCA,TOTAL_DESAPARICION,TOTAL_ACCIONES,TOTAL MASACRE
25785-1999,TABIO,CUNDINAMARCA,1999,7,1999-07-08,25785,3.0,0.0,3.0,3583,9092,12675,23.668639053254438,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25785-2012,TABIO,CUNDINAMARCA,2012,4,2012-04-26,25785,1.0,0.0,1.0,4822,12013,16835,5.94000594000594,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25793-2002,TAUSA,CUNDINAMARCA,2002,2,2002-02-24,25793,1.0,0.0,1.0,734,5689,6423,15.569048731122528,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
25793-2024,TAUSA,CUNDINAMARCA,2024,4,2024-04-23,25793,1.0,0.0,1.0,2564,7147,9711,10.297600659046442,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25797-2001,TENA,CUNDINAMARCA,2001,1,2001-01-12,25797,2.0,9.0,11.0,404,6631,7035,156.36105188343996,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25799-1999,TENJO,CUNDINAMARCA,1999,5,1999-05-25,25799,1.0,0.0,1.0,3949,9157,13106,7.630093087135663,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25799-2000,TENJO,CUNDINAMARCA,2000,12,2000-12-14,25799,1.0,1.0,2.0,4051,9180,13231,15.116015418335728,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25799-2002,TENJO,CUNDINAMARCA,2002,4,2002-04-18,25799,4.0,0.0,4.0,4265,9267,13532,29.559562518474728,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25799-2003,TENJO,CUNDINAMARCA,2003,5,2003-05-30,25799,1.0,0.0,1.0,4423,9319,13742,7.276961141027506,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25799-2005,TENJO,CUNDINAMARCA,2005,6,2005-06-07,25799,1.0,0.0,1.0,4697,9458,14155,7.064641469445426,2005,0.0,0.0,0.0,0.0,0.0,31.95,0.0,0.0,0.0,0.0
25799-2007,TENJO,CUNDINAMARCA,2007,8,2007-08-15,25799,0.0,1.0,1.0,5034,9700,14734,6.787023211619383,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25799-2011,TENJO,CUNDINAMARCA,2011,8,2011-08-23,25799,1.0,0.0,1.0,5964,10555,16519,6.053635207942369,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25799-2012,TENJO,CUNDINAMARCA,2012,11,2012-11-01,25799,1.0,0.0,1.0,6253,10844,17097,5.848979353102884,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25805-1996,TIBACUY,CUNDINAMARCA,1996,12,1996-12-06,25805,1.0,0.0,1.0,500,3945,4445,22.49718785151856,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25805-1998,TIBACUY,CUNDINAMARCA,1998,9,1998-09-10,25805,1.0,1.0,2.0,537,3810,4347,46.008741660915575,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
25805-1999,TIBACUY,CUNDINAMARCA,1999,8,1999-08-02,25805,1.0,0.0,1.0,474,3717,4191,23.860653781913623,1995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25805-2000,TIBACUY,CUNDINAMARCA,2000,5,2000-05-03,25805,4.0,1.0,5.0,547,3658,4205,118.90606420927466,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
25805-2002,TIBACUY,CUNDINAMARCA,2002,10,2002-10-03,25805,2.0,0.0,2.0,435,3544,3979,50.26388539834129,2000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
25805-2003,TIBACUY,CUNDINAMARCA,2003,1,2003-01-22,25805,2.0,2.0,4.0,439,3490,3929,101.80707559175363,2000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25807-1996,TIBIRITA,CUNDINAMARCA,1996,2,1996-02-14,25807,1.0,0.0,1.0,567,3152,3719,26.888948642108094,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25815-1998,TOCAIMA,CUNDINAMARCA,1998,3,1998-03-31,25815,1.0,2.0,3.0,7545,7593,15138,19.817677368212447,1995,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25815-1999,TOCAIMA,CUNDINAMARCA,1999,9,1999-09-30,25815,2.0,0.0,2.0,7469,7375,14844,13.473457289140393,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25815-2000,TOCAIMA,CUNDINAMARCA,2000,5,2000-05-03,25815,5.0,1.0,6.0,7375,7182,14557,41.217283780998834,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25815-2001,TOCAIMA,CUNDINAMARCA,2001,3,2001-03-06,25815,1.0,0.0,1.0,7340,7007,14347,6.970098278385725,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25815-2002,TOCAIMA,CUNDINAMARCA,2002,8,2002-08-28,25815,2.0,0.0,2.0,7298,6847,14145,14.139271827500885,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
25815-2005,TOCAIMA,CUNDINAMARCA,2005,1,2005-01-26,25815,0.0,1.0,1.0,7287,6426,13713,7.29235032450959,2005,0.0,0.0,0.0,0.0,0.0,61.01,0.0,1.0,0.0,0.0
25815-2014,TOCAIMA,CUNDINAMARCA,2014,9,2014-09-11,25815,1.0,0.0,1.0,8397,5993,14390,6.949270326615705,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25823-1999,TOPAIPI,CUNDINAMARCA,1999,4,1999-04-19,25823,1.0,0.0,1.0,447,4755,5202,19.223375624759708,1995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25823-2002,TOPAIPI,CUNDINAMARCA,2002,11,2002-11-11,25823,3.0,2.0,5.0,425,4345,4770,104.82180293501048,2000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0
25839-2002,UBALA,CUNDINAMARCA,2002,7,2002-07-22,25839,1.0,0.0,1.0,1185,8527,9712,10.29654036243822,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
25839-2003,UBALA,CUNDINAMARCA,2003,2,2003-02-04,25839,2.0,0.0,2.0,1183,8279,9462,21.13718030014796,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
25841-1998,UBAQUE,CUNDINAMARCA,1998,1,1998-01-07,25841,1.0,0.0,1.0,783,6434,7217,13.856172925038104,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25841-1999,UBAQUE,CUNDINAMARCA,1999,5,1999-05-30,25841,1.0,0.0,1.0,748,6291,7039,14.206563432305725,1995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
25843-2000,VILLA DE SAN DIEGO DE UBATE,CUNDINAMARCA,2000,11,2000-11-15,25843,0.0,1.0,1.0,16669,9419,26088,3.8331800061330883,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25843-2001,VILLA DE SAN DIEGO DE UBATE,CUNDINAMARCA,2001,8,2001-08-11,25843,1.0,0.0,1.0,16937,9338,26275,3.8058991436726926,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25843-2002,VILLA DE SAN DIEGO DE UBATE,CUNDINAMARCA,2002,8,2002-08-28,25843,4.0,0.0,4.0,17246,9280,26526,15.079544597753147,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25845-1999,UNE,CUNDINAMARCA,1999,8,1999-08-07,25845,1.0,0.0,1.0,2516,3964,6480,15.432098765432098,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25845-2000,UNE,CUNDINAMARCA,2000,8,2000-08-11,25845,0.0,1.0,1.0,2505,3866,6371,15.69612305760477,2000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0
25845-2001,UNE,CUNDINAMARCA,2001,2,2001-02-14,25845,2.0,0.0,2.0,2518,3761,6279,31.852205765249245,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25845-2003,UNE,CUNDINAMARCA,2003,1,2003-01-01,25845,0.0,1.0,1.0,2528,3599,6127,16.321201240411295,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
25845-2004,UNE,CUNDINAMARCA,2004,3,2004-03-18,25845,1.0,0.0,1.0,2536,3524,6060,16.501650165016503,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25845-2006,UNE,CUNDINAMARCA,2006,1,2006-01-13,25845,0.0,1.0,1.0,2572,3405,5977,16.730801405387318,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25845-2008,UNE,CUNDINAMARCA,2008,7,2008-07-02,25845,1.0,0.0,1.0,2657,3330,5987,16.70285618840822,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25851-1996,UTICA,CUNDINAMARCA,1996,7,1996-07-20,25851,1.0,0.0,1.0,2321,2467,4788,20.885547201336674,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25851-1999,UTICA,CUNDINAMARCA,1999,8,1999-08-28,25851,2.0,0.0,2.0,2167,2271,4438,45.06534474988734,1995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0
25851-2000,UTICA,CUNDINAMARCA,2000,3,2000-03-20,25851,1.0,1.0,2.0,2131,2215,4346,46.01932811780948,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0
25851-2002,UTICA,CUNDINAMARCA,2002,3,2002-03-30,25851,3.0,1.0,4.0,2105,2088,4193,95.39709038874314,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0
25851-2003,UTICA,CUNDINAMARCA,2003,1,2003-01-12,25851,1.0,1.0,2.0,2066,2033,4099,48.79238838741156,2000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0
25862-2000,VERGARA,CUNDINAMARCA,2000,7,2000-07-28,25862,1.0,1.0,2.0,1043,6926,7969,25.097251850922326,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25862-2002,VERGARA,CUNDINAMARCA,2002,11,2002-11-20,25862,1.0,0.0,1.0,1011,6580,7591,13.173494928204452,2000,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
25862-2004,VERGARA,CUNDINAMARCA,2004,9,2004-09-26,25862,3.0,0.0,3.0,1001,6285,7286,41.174855888004394,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25862-2019,VERGARA,CUNDINAMARCA,2019,8,2019-08-25,25862,2.0,0.0,2.0,1250,5725,6975,28.67383512544803,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25867-2002,VIANI,CUNDINAMARCA,2002,6,2002-06-01,25867,1.0,0.0,1.0,948,2592,3540,28.24858757062147,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25867-2005,VIANI,CUNDINAMARCA,2005,1,2005-01-03,25867,1.0,1.0,2.0,989,2507,3496,57.20823798627002,2005,2.0,0.0,0.0,0.0,0.0,63.08,0.0,0.0,0.0,0.0
25873-2000,VILLAPINZON,CUNDINAMARCA,2000,3,2000-03-19,25873,1.0,0.0,1.0,3869,10558,14427,6.931447979482915,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25873-2002,VILLAPINZON,CUNDINAMARCA,2002,5,2002-05-27,25873,1.0,0.0,1.0,3926,10225,14151,7.066638400113066,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
25873-2003,VILLAPINZON,CUNDINAMARCA,2003,2,2003-02-09,25873,1.0,0.0,1.0,3976,10085,14061,7.1118697105469035,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25873-2004,VILLAPINZON,CUNDINAMARCA,2004,2,2004-02-02,25873,1.0,0.0,1.0,4033,9976,14009,7.138268256121065,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25875-1997,VILLETA,CUNDINAMARCA,1997,10,1997-10-22,25875,2.0,0.0,2.0,11404,9571,20975,9.535160905840286,1995,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
25875-1999,VILLETA,CUNDINAMARCA,1999,8,1999-08-01,25875,1.0,1.0,2.0,11297,9232,20529,9.742315748453407,1995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25875-2000,VILLETA,CUNDINAMARCA,2000,2,2000-02-02,25875,1.0,0.0,1.0,11332,9041,20373,4.908457271879448,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
25875-2001,VILLETA,CUNDINAMARCA,2001,3,2001-03-02,25875,2.0,3.0,5.0,11371,8867,20238,24.70599861646408,2000,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
25875-2002,VILLETA,CUNDINAMARCA,2002,2,2002-02-10,25875,10.0,2.0,12.0,11455,8714,20169,59.49724825226833,2000,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0
25875-2003,VILLETA,CUNDINAMARCA,2003,1,2003-01-17,25875,10.0,3.0,13.0,11556,8581,20137,64.55777921239509,2000,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0
25875-2004,VILLETA,CUNDINAMARCA,2004,4,2004-04-12,25875,1.0,0.0,1.0,11687,8463,20150,4.962779156327543,2000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25875-2006,VILLETA,CUNDINAMARCA,2006,3,2006-03-25,25875,0.0,2.0,2.0,12018,8264,20282,9.860960457548565,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25878-1998,VIOTA,CUNDINAMARCA,1998,6,1998-06-09,25878,5.0,0.0,5.0,3428,10983,14411,34.695718548331136,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
25878-1999,VIOTA,CUNDINAMARCA,1999,4,1999-04-02,25878,3.0,1.0,4.0,3383,10685,14068,28.43332385555871,1995,23.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0
25878-2000,VIOTA,CUNDINAMARCA,2000,1,2000-01-06,25878,5.0,0.0,5.0,3351,10395,13746,36.374217954313984,2000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0
25878-2001,VIOTA,CUNDINAMARCA,2001,1,2001-01-11,25878,5.0,1.0,6.0,3339,10137,13476,44.52359750667854,2000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
25878-2002,VIOTA,CUNDINAMARCA,2002,4,2002-04-13,25878,4.0,0.0,4.0,3305,9908,13213,30.27321577234542,2000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
25878-2003,VIOTA,CUNDINAMARCA,2003,4,2003-04-15,25878,1.0,0.0,1.0,3289,9686,12975,7.707129094412332,2000,31.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,8.0
25878-2006,VIOTA,CUNDINAMARCA,2006,6,2006-06-27,25878,1.0,1.0,2.0,3288,9164,12452,16.061676839062,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25878-2014,VIOTA,CUNDINAMARCA,2014,1,2014-01-24,25878,1.0,0.0,1.0,3756,8711,12467,8.021175904387583,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25878-2023,VIOTA,CUNDINAMARCA,2023,11,2023-11-28,25878,2.0,0.0,2.0,6017,9238,15255,13.110455588331694,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25885-1996,YACOPI,CUNDINAMARCA,1996,2,1996-02-23,25885,1.0,0.0,1.0,2267,15218,17485,5.719187875321705,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25885-1998,YACOPI,CUNDINAMARCA,1998,7,1998-07-18,25885,1.0,0.0,1.0,2189,14273,16462,6.074596039363382,1995,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25898-1999,ZIPACON,CUNDINAMARCA,1999,5,1999-05-11,25898,2.0,0.0,2.0,1037,2836,3873,51.63955589981926,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25898-2003,ZIPACON,CUNDINAMARCA,2003,5,2003-05-16,25898,1.0,1.0,2.0,1004,2735,3739,53.49023803155924,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25899-1996,ZIPAQUIRA,CUNDINAMARCA,1996,5,1996-05-01,25899,1.0,0.0,1.0,59698,14426,74124,1.3490907128595326,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25899-1997,ZIPAQUIRA,CUNDINAMARCA,1997,4,1997-04-24,25899,1.0,0.0,1.0,59829,14502,74331,1.3453337100267722,1995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25899-1999,ZIPAQUIRA,CUNDINAMARCA,1999,12,1999-12-07,25899,1.0,0.0,1.0,60115,14869,74984,1.3336178384722075,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25899-2002,ZIPAQUIRA,CUNDINAMARCA,2002,1,2002-01-17,25899,3.0,1.0,4.0,62216,15363,77579,5.156034493870764,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25899-2003,ZIPAQUIRA,CUNDINAMARCA,2003,5,2003-05-05,25899,1.0,1.0,2.0,63176,15560,78736,2.5401341190814875,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25899-2004,ZIPAQUIRA,CUNDINAMARCA,2004,6,2004-06-28,25899,2.0,1.0,3.0,64247,15798,80045,3.7478918108563937,2000,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25899-2005,ZIPAQUIRA,CUNDINAMARCA,2005,2,2005-02-27,25899,0.0,5.0,5.0,65452,16019,81471,6.137153097421168,2005,0.0,0.0,0.0,0.0,0.0,30.35,0.0,1.0,0.0,0.0
25899-2007,ZIPAQUIRA,CUNDINAMARCA,2007,7,2007-07-06,25899,2.0,0.0,2.0,68610,16632,85242,2.346261232725652,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25899-2008,ZIPAQUIRA,CUNDINAMARCA,2008,5,2008-05-10,25899,0.0,1.0,1.0,70559,17004,87563,1.1420348777451663,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25899-2016,ZIPAQUIRA,CUNDINAMARCA,2016,2,2016-02-09,25899,0.0,1.0,1.0,96012,22011,118023,0.8472924768900977,2015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25899-2018,ZIPAQUIRA,CUNDINAMARCA,2018,11,2018-11-16,25899,1.0,0.0,1.0,106461,24076,130537,0.766066326022507,2015,0.0,0.0,0.0,0.0,0.15,10.3,0.0,0.0,0.0,0.0
25899-2019,ZIPAQUIRA,CUNDINAMARCA,2019,12,2019-12-02,25899,2.0,0.0,2.0,114204,24450,138654,1.4424394536039349,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25899-2023,ZIPAQUIRA,CUNDINAMARCA,2023,10,2023-10-10,25899,2.0,0.0,2.0,131942,23676,155618,1.2851983703684664,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27001-1996,QUIBDO,CHOCO,1996,2,1996-02-12,27001,3.0,1.0,4.0,53609,36042,89651,4.461746104337933,1995,19.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
27001-1997,QUIBDO,CHOCO,1997,5,1997-05-25,27001,0.0,2.0,2.0,54362,30855,85217,2.346949552319373,1995,62.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0
27001-1998,QUIBDO,CHOCO,1998,4,1998-04-19,27001,10.0,1.0,11.0,61201,27006,88207,12.470665593433628,1995,49.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
27001-1999,QUIBDO,CHOCO,1999,1,1999-01-12,27001,3.0,1.0,4.0,62984,26767,89751,4.456774854876269,1995,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
27001-2000,QUIBDO,CHOCO,2000,4,2000-04-29,27001,6.0,17.0,23.0,68912,24999,93911,24.49127365271374,2000,68.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,4.0
27001-2001,QUIBDO,CHOCO,2001,1,2001-01-03,27001,1.0,2.0,3.0,74928,23272,98200,3.054989816700611,2000,42.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0
27001-2002,QUIBDO,CHOCO,2002,4,2002-04-06,27001,15.0,2.0,17.0,79566,22431,101997,16.667156877163052,2000,43.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0
27001-2003,QUIBDO,CHOCO,2003,1,2003-01-12,27001,28.0,2.0,30.0,81818,22191,104009,28.843657760386122,2000,38.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0
27001-2004,QUIBDO,CHOCO,2004,4,2004-04-20,27001,14.0,7.0,21.0,84249,21943,106192,19.775500979358142,2000,54.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
27001-2006,QUIBDO,CHOCO,2006,4,2006-04-30,27001,2.0,1.0,3.0,89092,21398,110490,2.7151778441487915,2005,29.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,4.0,0.0
27001-2007,QUIBDO,CHOCO,2007,2,2007-02-06,27001,12.0,3.0,15.0,91457,21116,112573,13.324687091931459,2005,14.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0
27001-2008,QUIBDO,CHOCO,2008,2,2008-02-21,27001,20.0,3.0,23.0,93765,20775,114540,20.080321285140563,2005,10.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,0.0
27001-2010,QUIBDO,CHOCO,2010,6,2010-06-27,27001,2.0,0.0,2.0,98290,20049,118339,1.6900599126239024,2010,10.0,0.53,53.0,15.0,0.0,0.0,26.0,8.0,5.0,0.0
27001-2011,QUIBDO,CHOCO,2011,11,2011-11-29,27001,1.0,0.0,1.0,100356,19633,119989,0.833409729225179,2010,10.0,0.51,46.7,12.7,0.0,0.0,14.0,15.0,5.0,0.0
27001-2012,QUIBDO,CHOCO,2012,1,2012-01-05,27001,1.0,0.0,1.0,102451,19206,121657,0.8219831164667878,2010,5.0,0.55,51.2,14.9,0.0,0.0,25.0,16.0,10.0,0.0
27001-2013,QUIBDO,CHOCO,2013,3,2013-03-04,27001,3.0,2.0,5.0,104429,18748,123177,4.05919936351754,2010,0.0,0.54,49.9,17.5,0.0,0.0,11.0,0.0,0.0,0.0
27001-2014,QUIBDO,CHOCO,2014,2,2014-02-10,27001,5.0,0.0,5.0,106330,18238,124568,4.013871941429581,2010,0.0,0.5,46.2,14.5,0.0,0.0,2.0,0.0,3.0,0.0
27001-2015,QUIBDO,CHOCO,2015,7,2015-07-17,27001,0.0,1.0,1.0,108178,17731,125909,0.7942244001620219,2015,0.0,0.53,50.2,17.8,0.0,0.0,5.76,0.0,0.0,0.0
27001-2016,QUIBDO,CHOCO,2016,4,2016-04-03,27001,1.0,0.0,1.0,109942,17177,127119,0.7866644640061674,2015,2.0,0.54,49.2,19.5,0.0,0.0,3.75,0.0,0.0,0.0
27001-2017,QUIBDO,CHOCO,2017,9,2017-09-30,27001,1.0,0.0,1.0,111541,16673,128214,0.7799460277348806,2015,3.0,0.53,47.9,17.7,0.0,0.0,7.16,0.0,0.0,0.0
27001-2019,QUIBDO,CHOCO,2019,6,2019-06-09,27001,0.0,1.0,1.0,112765,17277,130042,0.7689823287860845,2015,0.0,0.0,0.0,0.0,0.0,0.0,5.07,0.0,0.0,0.0
27001-2020,QUIBDO,CHOCO,2020,8,2020-08-14,27001,1.0,0.0,1.0,115942,19017,134959,0.7409657747908623,2020,9.0,0.0,0.0,0.0,0.0,0.0,12.59,0.0,2.0,0.0
27001-2021,QUIBDO,CHOCO,2021,1,2021-01-23,27001,1.0,0.0,1.0,117743,19514,137257,0.728560292006965,2020,3.0,0.0,0.0,0.0,0.0,0.0,26.06,0.0,0.0,0.0
27001-2022,QUIBDO,CHOCO,2022,1,2022-01-30,27001,6.0,0.0,6.0,119733,20007,139740,4.293688278231,2020,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27001-2023,QUIBDO,CHOCO,2023,3,2023-03-29,27001,2.0,0.0,2.0,121670,20514,142184,1.4066280312834074,2020,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27001-2024,QUIBDO,CHOCO,2024,1,2024-01-26,27001,3.0,0.0,3.0,123500,21110,144610,2.0745453288154345,2020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27006-1997,ACANDI,CHOCO,1997,1,1997-01-21,27006,0.0,1.0,1.0,3548,5966,9514,10.510826150935465,1995,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,4.0
27006-1998,ACANDI,CHOCO,1998,9,1998-09-21,27006,1.0,0.0,1.0,3968,5711,9679,10.331645831180907,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
27006-1999,ACANDI,CHOCO,1999,10,1999-10-17,27006,1.0,1.0,2.0,4068,5625,9693,20.633446817290828,1995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
27006-2000,ACANDI,CHOCO,2000,2,2000-02-18,27006,3.0,1.0,4.0,4419,5418,9837,40.66280370031514,2000,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
27006-2001,ACANDI,CHOCO,2001,6,2001-06-29,27006,0.0,2.0,2.0,4802,5233,10035,19.930244145490782,2000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
27025-2003,ALTO BAUDO,CHOCO,2003,12,2003-12-04,27025,5.0,1.0,6.0,2231,14560,16791,35.733428622476325,2000,3.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
27025-2004,ALTO BAUDO,CHOCO,2004,3,2004-03-26,27025,4.0,0.0,4.0,2305,15207,17512,22.841480127912288,2000,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
